@title,Bahasa Indonesia
#04236,dan di hapus.
#04237,▼Efek Gold Pass▼
#04239,Pemulihan stamina: Max 5m → 2m
#04240,Power Up: Selalu dapatkan double XP
#04241,Pengetahuan Onboard: +100% bonus
#04242,Membeli Medali: +25% bonus
#04243,Blacksmith: Selalu mendapatkan double XP
#04244,=#01604
#04245,Buat
#04246,Anda menerima produk!
#04247,Daftar hingga <0> pengguna dari
#04248,di seluruh dunia sebagai teman.
#04249,Bekerja dengan teman Anda untuk
#04250,"menyelesaikan campaigns , atau"
#04251,lawan mereka untuk mendapatkan bonus.
#04252,Tanyakan teman Anda untuk mereka
#04253,ID untuk mengirimi mereka permintaan.
#04254,Daftar teman mereka mungkin penuh.
#04255,Dapatkan bonus jika memiliki 10 teman atau lebih
#04256,"<co=0,128,255><0></co><br>sekarang menjadi  temanmu!"
#04257,Masukkan nickname Kamu.
#04258,Baca Ketentuan Penggunaan (Wajib)
#04259,Setuju dengan Persyaratan dan Lanjutkan
#04260,You can't battle a friend<br>during a quest.
#04261,You can't battle a friend<br>during a survey.
#04262,You can't battle a friend<br>during a battle.
#04263,You can't battle on the title screen.
#04264,Your friend hasn't reached rank <0>.
#04265,Peringkat tidak cukup.
#04266,Mempersiapkan pertempuran.
#04267,Friend Name
#04268,Login terakhir
#04269,telah mengirimi Anda permintaan.
#04270,<0> items
#04271,Cari teman
#04272,"Penjelasan Fitur ""Teman"""
#04273,Tell ID
#04274,Bonus Teman (<0> Left)
#04275,=#03975
#04276,Menangkan untuk mendapatkan bonus!
#04277,Bertarung untuk mendapatkan 1 medali!
#04278,=#04265
#04279,Waktu diperlukan sampai pertempuran berikutnya.
#04280,Gunakan stamina untuk bertempur.
#04281,Hapus teman.
#04282,5 menit
#04283,30 menit
#04284,1 jam
#04285,<0> jam(s)
#04286,<0> hari
#04287,10 hari+
#04288,<0> lalu
#04289,Transmisi gagal. Periksa pengaturan Anda dan coba lagi nanti. Anda dapat mendaftar hingga <friend_max> teman
#04290,Kirim Permintaan
#04291,Permintaan pertemanan
#04292,Kamu mendapat permintaan pertemanan di\nHigh Sea Saga for Android!\nMohon terima
#04293,"Please install High Sea Saga for Android\nand search for my ID:\n""<0>""\nunder ""Friends.""\nDownload the game here.\n"
#04294,Upgrade aplikasinya yah ^_^ di store kalian masing masing.
#04295,=#01601
#04296,Tahu
#04297,<0> Naik ke Lv. <1>
#04298,Jangan rekrut
#04299,"Diterima ""<0>"""
#04300,Kecepatan penelitian :  <0> → <1>
#04301,Dapatkan medali
#04302,Izin Pembuatan Kapal 1
#04303,Buat kapal Kamu lebih besar.
#04304,"=MID(#04302,1,-1)&'2'"
#04305,"=MID(#04302,1,-1)&'3'"
#04306,"=MID(#04302,1,-1)&'4'"
#04307,Izin Mendirikan Bangunan 1
#04308,Buat base Kamu lebih besar.
#04309,"=MID(#04307,1,-1)&'2'"
#04310,"=MID(#04307,1,-1)&'3'"
#04311,"=MID(#04307,1,-1)&'4'"
#04312,Tali Ajaib 1
#04313,Sedikit meningkatkan kecepatan kapal.
#04314,"=MID(#04312,1,-1)&'2'"
#04315,"=MID(#04312,1,-1)&'3'"
#04316,"=MID(#04312,1,-1)&'4'"
#04317,"=MID(#04312,1,-1)&'5'"
#04318,Stamina Jam Pasir 1
#04319,Tingkatkan stamina maksimal <0>.
#04320,"=MID(#04318,1,-1)&'2'"
#04321,"=MID(#04318,1,-1)&'3'"
#04322,Pengetahuan Resource 1 1
#04323,Tingkatkan maks resources by <0>.
#04324,"=MID(#04322,1,-1)&'2'"
#04325,"=MID(#04322,1,-1)&'3'"
#04326,"=MID(#04322,1,-1)&'4'"
#04327,"=MID(#04322,1,-1)&'5'"
#04328,"=MID(#04322,1,-1)&'6'"
#04329,Cincin Navador 1
#04330,Boost current crew's <0> by <1>.
#04331,"=MID(#04329,1,-1)&'2'"
#04332,Amfitrite 1
#04333,"=MID(#04332,1,-1)&'2'"
#04334,Attack Guide 1
#04335,"=MID(#04334,1,-1)&'2'"
#04336,Defense Guide 1
#04337,"=MID(#04336,1,-1)&'2'"
#04338,Diagram Lab
#04339,Bisa membangun <0> x<1>.
#04340,Penyimpanan Plans 1
#04341,"=MID(#04340,1,-1)&'2'"
#04342,Penyimpanan Besar Plans
#04343,Penjara Plans
#04344,Aula Kekacauan Plans
#04345,Dojo Plans
#04346,Kolam Plans
#04347,Aula Menari Plans
#04348,Range Plans
#04349,Master Dojo Plans
#04350,Bangku Plans
#04351,Lukisan Plans
#04352,Akuarium Plans
#04353,Museum Plans
#04354,Gereja Plans
#04355,Peternakan Sapi
#04356,Aturan Dart
#04357,Stasiun Bantuan Plans
#04358,Casino Plans
#04359,Lucky Plans
#04360,Guard Plans
#04361,Goddess Plans
#04362,Kompas Plans
#04363,Arthurian Plans
#04364,Medal of Conquest 1
#04365,Relic diberikan untuk penaklukan pulau.
#04366,"=MID(#04364,1,-1)&'2'"
#04367,"=MID(#04364,1,-1)&'3'"
#04368,"=MID(#04364,1,-1)&'4'"
#04369,"=MID(#04364,1,-1)&'5'"
#04370,"=MID(#04364,1,-1)&'6'"
#04371,"=MID(#04364,1,-1)&'7'"
#04372,"=MID(#04364,1,-1)&'8'"
#04373,"=MID(#04364,1,-1)&'9'"
#04374,"=MID(#04364,1,-1)&'10'"
#04375,"=MID(#04364,1,-1)&'11'"
#04376,"=MID(#04364,1,-1)&'12'"
#04377,"=MID(#04364,1,-1)&'13'"
#04378,"=MID(#04364,1,-1)&'14'"
#04379,"=MID(#04364,1,-1)&'15'"
#04380,"=MID(#04364,1,-1)&'16'"
#04381,"=MID(#04364,1,-1)&'17'"
#04382,"=MID(#04364,1,-1)&'18'"
#04383,"=MID(#04364,1,-1)&'19'"
#04384,"=MID(#04364,1,-1)&'20'"
#04385,"=MID(#04364,1,-1)&'21'"
#04386,"=MID(#04364,1,-1)&'22'"
#04387,"=MID(#04364,1,-1)&'23'"
#04388,"=MID(#04364,1,-1)&'24'"
#04389,"=MID(#04364,1,-1)&'25'"
#04390,"=MID(#04364,1,-1)&'26'"
#04391,"=MID(#04364,1,-1)&'27'"
#04392,"=MID(#04364,1,-1)&'28'"
#04393,"=MID(#04364,1,-1)&'29'"
#04394,"=MID(#04364,1,-1)&'30'"
#04395,"=MID(#04364,1,-1)&'31'"
#04396,"=MID(#04364,1,-1)&'32'"
#04397,"=MID(#04364,1,-1)&'33'"
#04398,"=MID(#04364,1,-1)&'40'"
#04399,"=MID(#04364,1,-1)&'34'"
#04400,"=MID(#04364,1,-1)&'35'"
#04401,"=MID(#04364,1,-1)&'36'"
#04402,"=MID(#04364,1,-1)&'37'"
#04403,"=MID(#04364,1,-1)&'38'"
#04404,"=MID(#04364,1,-1)&'39'"
#04405,Segel Kemenangan 1
#04406,Relic dicuri dari kapal musuh.
#04407,"=MID(#04405,1,-1)&'2'"
#04408,"=MID(#04405,1,-1)&'3'"
#04409,"=MID(#04405,1,-1)&'4'"
#04410,"=MID(#04405,1,-1)&'5'"
#04411,"=MID(#04405,1,-1)&'6'"
#04412,"=MID(#04405,1,-1)&'7'"
#04413,"=MID(#04405,1,-1)&'8'"
#04414,"=MID(#04405,1,-1)&'9'"
#04415,"=MID(#04405,1,-1)&'10'"
#04416,"=MID(#04405,1,-1)&'11'"
#04417,"=MID(#04405,1,-1)&'12'"
#04418,"=MID(#04405,1,-1)&'13'"
#04419,"=MID(#04405,1,-1)&'14'"
#04420,"=MID(#04405,1,-1)&'15'"
#04421,"=MID(#04405,1,-1)&'16'"
#04422,"=MID(#04405,1,-1)&'17'"
#04423,"=MID(#04405,1,-1)&'18'"
#04424,"=MID(#04405,1,-1)&'19'"
#04425,"=MID(#04405,1,-1)&'20'"
#04426,"=MID(#04405,1,-1)&'21'"
#04427,"=MID(#04405,1,-1)&'22'"
#04428,"=MID(#04405,1,-1)&'23'"
#04429,"=MID(#04405,1,-1)&'24'"
#04430,Medali Perunggu Raja
#04431,Relik yang meningkatkan poin bermain.
#04432,Medali Perak Raja
#04433,Medali Emas Raja
#04434,Emblem Raja
#04435,Mahkota Raja 1
#04436,"=MID(#04435,1,-1)&'2'"
#04437,kompas 1
#04438,Ahli Monster 1
#04439,Relic untuk keahlian monster
#04440,"=MID(#04438,1,-1)&'2'"
#04441,"=MID(#04438,1,-1)&'3'"
#04442,<co=0070c0>High Sea Saga released
#04443,▼New jobs added!<br><co=808080>Introducing new jobs<br>with new unique skills!<br>Add some to your crew today!
#04444,"▼New feature added for ship cannons!<br><co=808080>You can now equip<br>a very powerful new cannon!<br>Also added a cannon upgrade feature!<br>Plus, you can now freely switch cannons!"
#04445,"▼New products in the Special Shop!<br><co=808080>Use cheers in quests!<br>Added onboard monsters.<br>Products will become available<br>as you go up in fleet rank.<br><br>If you purchase cheers in a quest,<br>a new feature may be added<br>to Sally Prin's!"
#04446,▼Gold Pass<br><co=808080>Effects like day-of-week bonuses<br>have been added.
#04447,"▼Past crewmates available for replays!<br><co=808080>You can now hire crewmates<br>from previous games in the tavern.</co><br><br><co=ff0000>* This feature requires that you<br>create new replay data and then play it.<br><br>* If you create replay data while<br>already playing a replay,<br>your past crewmates will be overwritten."
#04448,"▼Lots of new monster features!<br><co=808080>Added 6 alignments!<br>Added more onboard monsters.<br>Added battle participation restriction by rank.<br>Added upgrade feature for Lv 50+ Rank 2<br>monsters.<br>Added max level for each mode.<br><br>* If the monster farm's total level is low,<br>the upgrade feature cannot be used.<br>* Upgrading monsters may require<br>a certain fleet rank."
#04449,▼Added Nightmare Mode!<br><co=808080>Even harder than Hard Mode!<br>You can now select the Nightmare<br>difficulty level when replaying the game.<br><br>* Nightmare appears after 200 hours of play.
#04450,Minggu ini: Kapal menggunakan lebih sedikit stamina!
#04451,Weekend Event<br>Your ship uses less stamina!<br>See the world!
#04452,Senin: Quest membutuhkan lebih sedikit stamina!
#04453,Monday Event<br>Quests take much<br>less stamina!
#04454,Kamis: Stamina terisi lebih cepat
#04455,Event Kamis<br>Stamina terisi lebih<br>cepat dari sebelumnya
#04456,Jumat: Dapatkan lebih banyak XP untuk menambah daya!
#04457,Event Jumat<br>Dapatkan lebih banyak XP Saar<br>Powering Up kru!
#04458,Minggu: Dapatkan x2 knowledge!
#04459,"Event Minggu<br>Dapatkan knowledge<br>point ganda dari ""ship facilities"""
#04460,Selasa: Bangunan pulau lebih murah!
#04461,Event Selasa<br>Bangun Bangunan pulau<br>dengan harga lebih murah
#04462,Smiths sekarang lebih efektif!
#04463,Event Bonus<br>Smiths are currently<br>more effective than usual!
#04464,Rabu: Weapons & Armor sedang diobral!
#04465,Wednesday Event<br>Weapons and armor<br>are on sale!
#04466,Penelitian laboratorium sekarang lebih efektif!
#04467,Bonus Event<br>Researching items in the lab<br>is currently more effective!
#04468,"Sabtu: Harga beli ""traders"" x2!"
#04469,Saturday Event<br>Get twice the money<br>when selling to merchants!
#04470,Dapatkan uang x2 dari dek kapal!
#04471,Bonus Event<br>Collect double the amount of<br>money from your ship's deck!
#04472,Kesempatan untuk mendapatkan emas x5 dari Quest!
#04473,Bonus Event<br>Get x5 the normal amount<br>of gold from quests!
#04474,Dice Game setengah harga hari ini!
#04475,On Days Ending in 1...<br>The Dice Game is<br>half off!
#04476,Dapatkan 1 medali untuk pertarungan teman hari ini!
#04477,On Days Ending in 2...<br>Get 1 medal for fighting<br>a friend battle!
#04478,Obral building hari ini! Gunakan Kairo Pts.!
#04479,On Days Ending in 3...<br>The Kairo Center has a sale!<br>Buy onboard facilities!
#04480,Sen-Rab: Beberapa pertarungan online menggunakan lebih sedikit stamina!
#04481,Mon-Wed Event<br>Random online battles<br>use less stamina!
#04482,Kam-Jum: Pertarungan teman menggunakan lebih sedikit stamina!
#04483,Thu-Fri Event<br>Online friend battles<br>use less stamina!
#04484,Telur menetas lebih cepat!
#04485,Bonus Event<br>Eggs hatch more<br>quickly than usual!
#04486,Monster Fortune diskon!
#04487,On the 3rd of Each Month...<br>Monsters are cheaper to<br>buy at the Monster Farm!
#04488,Tavern Sale!
#04489,On the 5th of Each Month...<br>Tavern prices are<br>discounted!
#04490,=#03713
#04491,Tanah kosong
#04492,Bangun apa pun yang Anda suka.
#04493,=#03691
#04494,Rekrut kru.
#04495,Toko Items
#04496,Menjual items.
#04497,Toko Pisau
#04498,Menjual pisau dan pedang.
#04499,Toko Weapons jarak jauh
#04500,Jual senjata jarak jauh
#04501,Toko Weapon
#04502,Menjual barang-barang seperti kapak dan pentungan.
#04503,Toko armor
#04504,Menjual berbagai macam armor.
#04505,Toko aks.
#04506,Menjual aksesoris.
#04507,Monster Farm
#04508,Tinggalkan telur di sini untuk menetas!
#04509,=#03713
#04510,Upgrade weapons.
#04511,Pondok
#04512,Meningkatkan populasi.
#04513,Rumah
#04514,Rumah mewah
#04515,Kincir air
#04516,=#04512
#04517,Mercusuar
#04518,=#04512
#04519,=#03511
#04520,Bertemu dengan raja.
#04521,Sarang Bajak Laut
#04522,Kerjakan quest.
#04523,Pelabuhan Petualangan
#04524,Dice Game
#04525,Menangkan items langka.
#04526,=#03564
#04527,Jual tahanan
#04528,Kairo Center
#04529,tukar Kairo Pts untuk fasilitas kapal.
#04530,Sally Prin's
#04531,Tukarkan item dengan item yang lebih berkualitas tinggi.
#04532,Pindah tahanan di penjara.
#04533,Tampilan area stream sekarang lebih besar dan juga bisa dilihat stream <co=3366ff>Mode landscape</co>!
#04534,Kamu berhasil menghapus iklan dari game!
#04535,"Kamu juga dapat memutar layar jika perangkat Anda mendukungnya! Aktifkan atau nonaktifkan ini melalui \""System\"" > \""Options.\"""
#04536,Mungkin tampilan baru ini bisa merubah persperktif dalam game Enjoy!
#04537,"Harap pastikan koneksi diaktifkan, periksa sinyal Kamu, dan mulai ulang aplikasi. Beberapa fitur mungkin tidak dapat diakses dengan koneksi dinonaktifkan."
#04538,=#02996
#04539,=#02996
#04540,Mengirimkan
#04541,=#03008
#04542,=#00030
#04543,=#04188
#04544,Heh heh. Kamu mau yang mana
#04545,A communication error occurred.
#04546,Beli Items
#04547,=#04258
#04548,Terima persyaratan dan lanjutkan.
#04549,Mulai ulang setelah pembelian untuk mengklaim item.
#04550,Memproses
#04551,Terima persyaratan dan lanjutkan
#04552,Waspada
#04553,Pembelian Anda ada di sini!
#04554,Pilih Toko
#04555,Produk labu
#04556,Toko tiket
#04557,"Oh, dear... We <co=60,100,200>can't seem to contact</co> corporate HQ."
#04558,Kembalilah ke toko setelah memeriksa sinyal dan status komunikasi Kamu.
#04559,Pilihan produk mengesankan kita yang biasa akan tersedia untuk Kamu saat itu.
#04560,Kami akan menunggu!
#04561,Di sini kami menjual tiket - barang premium yang tidak mudah ditemukan di tempat lain di dunia.
#04562,"Harganya agak mahal, jadi pikirkan baik-baik sebelum membeli, oke?"
#04563,Heh heh.
#04564,=#00030
#04565,"Ah, unfortunately we're <co=60,100,200>sold out</co> of that, but please have a look at our other offerings."
#04566,You can't exceed <0> tickets.
#04567,=#04182
#04568,"This wonderful item can only be purchased with <co=60,100,200>actual, real-life money</co>."
#04569,"Children must check with a <co=60,100,200>parent or guardian</co> before making purchases."
#04570,"This shop will be open at all times now, so stop by anytime."
#04571,=#02403
#04572,=#03535
#04573,Waktu bermain: <0> hr <1> min
#04574,=#04291
#04575,You can register up to five<br>friends. You'll earn bonuses<br>at game startup based on their<br>total play time. Ask friends for<br>their IDs to add them.
#04576,Nickname
#04577,nickname
#04578,Masukan nickname.
#04579,Nickname tidak boleh menggunakan spasi.
#04580,Berisi satu atau lebih karakter yang tidak dapat digunakan.
#04581,Friend's ID
#04582,friend's ID
#04583,Masukan ID teman kamu
#04584,"Congratulations! You get a bonus for registering a new <co=60,100,200>friend</co>!"
#04585,"Jika Anda berdua terus bermain, Anda akan mendapatkan lebih banyak bonus streaming di masa mendatang!"
#04586,"By the way, <co=255,0,0>don't delete this app</co> or all of your friend data will be lost for good."
#04587,Mulai
#04588,Mohon masukan nickname kamu.
#04589,Tap di sini
#04590,Itu bisa diubah nanti.
#04591,=#03008
#04592,Masukkan nickname baru.
#04593,<0>  <1> hr <2> min
#04594,Terakhir Dimainkan
#04595,Total:
#04596,<0> hr <1> min
#04597,telah mengirim permintaan pertemanan.
#04598,<0> other(s)
#04599,Temukan teman
#04600,Tolong
#04601,Share ID
#04602,ID Kamu (tap untuk share)
#04603,Cari di sini
#04604,Masuk disini
#04605,=#03980
#04606,=#02996
#04607,Persetujuan mungkin membutuhkan waktu.
#04608,Permintaan
#04609,=#03982
#04610,Permintaan pertemanan dikirim ke
#04611,"Mohon tunggu persetujuannya , Gak selama nungguin doi buat terima kamu kok...."
#04612,=#02996
#04613,=#02221
#04614,Pembaruan mungkin membutuhkan waktu.
#04615,Terima
#04616,Tolak
#04617,Teman Ditambahkan
#04618,Teman Baru
#04619,<co=0070FF><0></co><br>di tambahkan.
#04620,Anda mungkin menerima bonus.
#04621,Pemain tidak akan diberi tahu.
#04622,=#03291
#04623,=#02184
#04624,Hapus<br><0>?
#04625,Tentang teman
#04626,Bonus teman (every <0> min)
#04627,"Anda mendapat bonus teman sebesar <co=254,233,1><0></co> hr <co=254,233,1><1></co> min."
#04628,(Max)
#04629,Claim
#04630,Lain kali
#04631,Bonus teman
#04632,Kamu mendapatkan<br><co=0070FF><0> tickets</co>.
#04633,=#04631
#04634,"Teman Baru: <co=254,233,1><0></co>"
#04635,"Kamu telah menambahkan<br><co=0,128,255><0></co>!"
#04636,"Tranmisi gagal , coba lagi."
#04637,Please enter the shop code (for customer support only).
#04638,=#04175
#04639,Terima menyimpan data
#04640,Please enter your\ninquiry support code.
#04641,Inquiry support code
#04642,Aplikasi yang Direkomendasikan
#04643,Pergi ke Title Screen
#04644,Undang temanmu
#04645,Anda tidak dapat mendaftar 0 points.
#04646,Anda tidak dapat mendaftar <0>.
#04647,Update app...
#04648,=#03029
#04649,=#03030
#04650,Landscape mode tersedia
#04651,dalam Full Version!
#04652,Jangan gunakan: <0>
#04653,Harap masukkan <0>.
#04654,Loading
#04655,=#02990
#04656,=#02199
#04657,=#02991
#04658,Resume
#04659,=#04142
#04660,=#04146
#04661,=#03443
#04662,Yr <0>
#04663,Mn <0> Wk <1>
#04664,Jangan gunakan: / | < > \\
#04665,Pilih data untuk diload
#04666,=#04138
#04667,ig:@war_unite
#04668,Poin Hapus Maks
#04669,=#00221
#04670,=#00221
#04671,Full Ver.
#04672,Dapatkan full version untuk mengupload hi score kamu
#04673,Well done. You've finished the Lite version.
#04674,"After this you'll jump to our site, so check it out!"
#04675,"Terima kasih sudah bermain!

diterjemahkan oleh ig:@war_unite"
#04676,The latest <0><br>is now on sale.
#04677,=#02185
#04678,=#02186
#04679,=#03346
#04680,=#02188
#04681,Options
#04682,=#04600
#04683,=#03261
#04684,=#02183
#04685,=#03289
#04686,=#03290
#04687,=#03121
#04688,=#02204
#04689,=#03103
#04690,Title
#04691,Subtotal: <0>
#04692,Total: <0>
#04693,=#03535
#04694,=#03535
#04695,=#03535
#04696,Menyimpan game...
#04697,Jendela Ucapan
#04698,=#03725
#04699,=#04681
#04700,Prioritas
#04701,=#03053
#04702,=#03791
#04703,=#03792
#04704,=#03793
#04705,=#03789
#04706,Perf.
#04707,Cepat
#04708,=#03171
#04709,=#02205
#04710,=#03798
#04711,Memilih “Perf.” sebaga prioritas
#04712,performance over graphics.
#04713,Ubah kecepatan game.
#04714,(Terbuka setelah menamatkan game.)
#04715,Pilih untuk secara otomatis
#04716,memutar layar atau tidak.
#04717,atur volume.
#04719,di terjemahkan oleh ig:@war_unite
#04720,=#04719
#04721,Hapus Poin
#04722,Halaman
#04723,Selanjutnya
#04724,Maint.
#04725,Base
